Date & Time, Latitude Degree, Latitude Minute, Latitude Seconds, Latitude Direction, Longitude Degree, Longitude Minute, Longitude Second, Longitudem Direction, Altitude (meters), Speed (meters per second),Heart Rate (beats per minute),Posture,Acceleration,,latitude,longitude
1:15:23 PM,33,12,55.596,North,-87,32,39.018,West,178.5,0.7,86,5,0.31,,33.21544333,-87.54417167
1:15:24 PM,33,12,55.602,North,-87,32,39.006,West,178.5,0.7,86,3,0.16,,33.21544500,-87.54416833
1:15:25 PM,33,12,55.614,North,-87,32,38.964,West,178.5,0.7,87,3,0.09,,33.21544833,-87.54415667
1:15:26 PM,33,12,55.62,North,-87,32,38.94,West,178.5,0.5,89,3,0.15,,33.21545000,-87.54415000
1:15:27 PM,33,12,55.626,North,-87,32,38.91,West,178.5,0.4,88,3,0.1,,33.21545167,-87.54414167
1:15:28 PM,33,12,55.626,North,-87,32,38.91,West,178.5,0.3,86,3,0.22,,33.21545167,-87.54414167
1:15:29 PM,33,12,55.626,North,-87,32,38.91,West,178.5,0,85,1,0.16,,33.21545167,-87.54414167
1:15:30 PM,33,12,55.632,North,-87,32,38.904,West,178.5,0.1,84,3,0.06,,33.21545333,-87.54414000
1:15:31 PM,33,12,55.632,North,-87,32,38.904,West,178.5,0.2,83,5,0.12,,33.21545333,-87.54414000
1:15:32 PM,33,12,55.638,North,-87,32,38.904,West,178.5,0.3,83,5,0.08,,33.21545500,-87.54414000
1:15:33 PM,33,12,55.644,North,-87,32,38.904,West,178.5,0.2,83,5,0.04,,33.21545667,-87.54414000
1:15:34 PM,33,12,55.644,North,-87,32,38.91,West,178.5,0.1,80,6,0.09,,33.21545667,-87.54414167
1:15:35 PM,33,12,55.65,North,-87,32,38.91,West,178.5,0.1,78,5,0.22,,33.21545833,-87.54414167
1:15:37 PM,33,12,55.65,North,-87,32,38.91,West,178.5,0.2,79,4,0.24,,33.21545833,-87.54414167
1:15:38 PM,33,12,55.65,North,-87,32,38.916,West,178.5,0.1,79,7,0.14,,33.21545833,-87.54414333
1:15:39 PM,33,12,55.65,North,-87,32,38.916,West,178.5,0.1,83,4,0.2,,33.21545833,-87.54414333
1:15:40 PM,33,12,55.65,North,-87,32,38.916,West,178.5,0,87,5,0.18,,33.21545833,-87.54414333
1:15:41 PM,33,12,55.656,North,-87,32,38.922,West,178.5,0.2,89,6,0.18,,33.21546000,-87.54414500
1:15:42 PM,33,12,55.656,North,-87,32,38.922,West,178.5,0.2,88,8,0.14,,33.21546000,-87.54414500
1:15:43 PM,33,12,55.662,North,-87,32,38.922,West,178.4,0.2,88,6,0.14,,33.21546167,-87.54414500
1:15:44 PM,33,12,55.662,North,-87,32,38.928,West,178.4,0.2,90,6,0.06,,33.21546167,-87.54414667
1:15:45 PM,33,12,55.668,North,-87,32,38.934,West,178.4,0.2,90,6,0.1,,33.21546333,-87.54414833
1:15:46 PM,33,12,55.668,North,-87,32,38.934,West,178.4,0.1,89,7,0.1,,33.21546333,-87.54414833
1:15:47 PM,33,12,55.668,North,-87,32,38.934,West,178.4,0,89,5,0.12,,33.21546333,-87.54414833
1:15:48 PM,33,12,55.668,North,-87,32,38.934,West,178.4,0,88,6,0.09,,33.21546333,-87.54414833
1:15:49 PM,33,12,55.668,North,-87,32,38.934,West,178.4,0.2,89,4,0.1,,33.21546333,-87.54414833
1:15:50 PM,33,12,55.674,North,-87,32,38.928,West,178.4,0.2,90,3,0.13,,33.21546500,-87.54414667
1:15:51 PM,33,12,55.674,North,-87,32,38.922,West,178.4,0.3,89,3,0.06,,33.21546500,-87.54414500
1:15:52 PM,33,12,55.674,North,-87,32,38.922,West,178.4,0.2,88,3,0.1,,33.21546500,-87.54414500
1:15:53 PM,33,12,55.68,North,-87,32,38.922,West,178.4,0,86,3,0.03,,33.21546667,-87.54414500
1:15:54 PM,33,12,55.68,North,-87,32,38.922,West,178.5,0.1,86,3,0.06,,33.21546667,-87.54414500
1:15:56 PM,33,12,55.686,North,-87,32,38.934,West,178.4,0.2,86,3,0.06,,33.21546833,-87.54414833
1:15:57 PM,33,12,55.686,North,-87,32,38.946,West,178.4,0.3,86,3,0.13,,33.21546833,-87.54415167
1:15:58 PM,33,12,55.692,North,-87,32,38.958,West,178.3,0.6,86,4,0.06,,33.21547000,-87.54415500
1:15:59 PM,33,12,55.68,North,-87,32,38.982,West,178.2,0.6,86,4,0.04,,33.21546667,-87.54416167
1:16:00 PM,33,12,55.68,North,-87,32,39.006,West,178.1,0.5,84,4,0.07,,33.21546667,-87.54416833
1:16:01 PM,33,12,55.704,North,-87,32,39.042,West,178,0.5,78,4,0.07,,33.21547333,-87.54417833
1:16:02 PM,33,12,55.704,North,-87,32,39.072,West,177.9,0.7,73,4,0.08,,33.21547333,-87.54418667
1:16:03 PM,33,12,55.692,North,-87,32,39.114,West,177.8,0.7,71,5,0.07,,33.21547000,-87.54419833
1:16:04 PM,33,12,55.698,North,-87,32,39.078,West,177.9,0.8,70,4,0.09,,33.21547167,-87.54418833
1:16:05 PM,33,12,55.704,North,-87,32,39.078,West,177.9,0.2,71,3,0.13,,33.21547333,-87.54418833
1:16:06 PM,33,12,55.71,North,-87,32,39.084,West,177.9,0.2,71,4,0.13,,33.21547500,-87.54419000
1:16:07 PM,33,12,55.722,North,-87,32,39.096,West,177.9,0.2,72,6,0.21,,33.21547833,-87.54419333
1:16:08 PM,33,12,55.722,North,-87,32,39.102,West,177.9,0.3,72,8,0.18,,33.21547833,-87.54419500
1:16:09 PM,33,12,55.728,North,-87,32,39.102,West,177.9,0.3,72,8,0.13,,33.21548000,-87.54419500
1:16:10 PM,33,12,55.728,North,-87,32,39.096,West,177.9,0.2,72,7,0.14,,33.21548000,-87.54419333
1:16:11 PM,33,12,55.734,North,-87,32,39.09,West,177.9,0.3,73,6,0.15,,33.21548167,-87.54419167
1:16:12 PM,33,12,55.74,North,-87,32,39.09,West,177.9,0.4,74,6,0.06,,33.21548333,-87.54419167
1:16:13 PM,33,12,55.746,North,-87,32,39.084,West,177.8,0.4,74,6,0.04,,33.21548500,-87.54419000
1:16:15 PM,33,12,55.74,North,-87,32,39.096,West,177.7,0.5,74,7,0.16,,33.21548333,-87.54419333
1:16:16 PM,33,12,55.722,North,-87,32,39.108,West,177.6,0.6,72,6,0.14,,33.21547833,-87.54419667
1:16:17 PM,33,12,55.74,North,-87,32,39.108,West,177.6,0.5,70,6,0.14,,33.21548333,-87.54419667
1:16:18 PM,33,12,55.77,North,-87,32,39.102,West,177.5,0.5,68,6,0.06,,33.21549167,-87.54419500
1:16:19 PM,33,12,55.794,North,-87,32,39.114,West,177.4,0.8,69,5,0.09,,33.21549833,-87.54419833
1:16:20 PM,33,12,55.812,North,-87,32,39.138,West,177.4,0.9,74,4,0.1,,33.21550333,-87.54420500
1:16:21 PM,33,12,55.824,North,-87,32,39.168,West,177.3,0.8,78,3,0.12,,33.21550667,-87.54421333
1:16:22 PM,33,12,55.854,North,-87,32,39.21,West,177.3,0.9,83,1,0.16,,33.21551500,-87.54422500
1:16:23 PM,33,12,55.884,North,-87,32,39.228,West,177.1,1.1,88,2,0.16,,33.21552333,-87.54423000
1:16:24 PM,33,12,55.896,North,-87,32,39.21,West,177.1,1.4,89,2,0.09,,33.21552667,-87.54422500
1:16:25 PM,33,12,55.896,North,-87,32,39.192,West,177,1.1,85,2,0.1,,33.21552667,-87.54422000
1:16:26 PM,33,12,55.866,North,-87,32,39.204,West,177,1,82,3,0.12,,33.21551833,-87.54422333
1:16:27 PM,33,12,55.836,North,-87,32,39.204,West,177,0.6,82,3,0.14,,33.21551000,-87.54422333
1:16:28 PM,33,12,55.8,North,-87,32,39.168,West,176.9,0.2,85,5,0.09,,33.21550000,-87.54421333
1:16:29 PM,33,12,55.764,North,-87,32,39.162,West,176.7,0.2,87,6,0.09,,33.21549000,-87.54421167
1:16:30 PM,33,12,55.758,North,-87,32,39.186,West,176.7,0.5,88,6,0.07,,33.21548833,-87.54421833
1:16:31 PM,33,12,55.758,North,-87,32,39.198,West,176.6,0.5,91,6,0.12,,33.21548833,-87.54422167
1:16:32 PM,33,12,55.836,North,-87,32,39.24,West,176.2,0.4,93,6,0.1,,33.21551000,-87.54423333
1:16:33 PM,33,12,55.866,North,-87,32,39.258,West,176,0.4,96,8,0.15,,33.21551833,-87.54423833
1:16:34 PM,33,12,55.86,North,-87,32,39.258,West,176,0.4,97,8,0.19,,33.21551667,-87.54423833
1:16:35 PM,33,12,55.872,North,-87,32,39.276,West,175.7,0.2,91,8,0.08,,33.21552000,-87.54424333
1:16:36 PM,33,12,55.866,North,-87,32,39.294,West,175.6,0.2,87,8,0.08,,33.21551833,-87.54424833
1:16:37 PM,33,12,55.866,North,-87,32,39.33,West,175.6,0.4,84,8,0.06,,33.21551833,-87.54425833
1:16:38 PM,33,12,55.866,North,-87,32,39.366,West,175.6,0.9,80,10,0.27,,33.21551833,-87.54426833
1:16:39 PM,33,12,55.872,North,-87,32,39.396,West,175.5,1.3,82,11,0.24,,33.21552000,-87.54427667
1:16:41 PM,33,12,55.878,North,-87,32,39.444,West,175.5,1.4,84,10,0.13,,33.21552167,-87.54429000
1:16:42 PM,33,12,55.872,North,-87,32,39.462,West,175.5,1.6,88,8,0.22,,33.21552000,-87.54429500
1:16:43 PM,33,12,55.872,North,-87,32,39.486,West,175.6,1.4,91,7,0.1,,33.21552000,-87.54430167
1:16:44 PM,33,12,55.854,North,-87,32,39.492,West,175.5,1.3,86,7,0.08,,33.21551500,-87.54430333
1:16:45 PM,33,12,55.836,North,-87,32,39.498,West,175.5,1.1,84,7,0.07,,33.21551000,-87.54430500
1:16:46 PM,33,12,55.83,North,-87,32,39.504,West,175.5,1,85,6,0.04,,33.21550833,-87.54430667
1:16:47 PM,33,12,55.836,North,-87,32,39.468,West,175.5,0.8,83,6,0.04,,33.21551000,-87.54429667
1:16:48 PM,33,12,55.83,North,-87,32,39.45,West,175.5,0.5,81,6,0.04,,33.21550833,-87.54429167
1:16:49 PM,33,12,55.824,North,-87,32,39.45,West,175.5,0.3,82,7,0.04,,33.21550667,-87.54429167
1:16:50 PM,33,12,55.83,North,-87,32,39.426,West,175.5,0.3,84,6,0.06,,33.21550833,-87.54428500
1:16:51 PM,33,12,55.83,North,-87,32,39.432,West,175.5,0.2,87,7,0.09,,33.21550833,-87.54428667
1:16:52 PM,33,12,55.842,North,-87,32,39.432,West,175.5,0.2,88,8,0.12,,33.21551167,-87.54428667
1:16:53 PM,33,12,55.842,North,-87,32,39.432,West,175.5,0.2,83,8,0.1,,33.21551167,-87.54428667
1:16:54 PM,33,12,55.836,North,-87,32,39.432,West,175.5,0.1,79,9,0.06,,33.21551000,-87.54428667
1:16:55 PM,33,12,55.8,North,-87,32,39.414,West,175.4,0.5,76,8,0.06,,33.21550000,-87.54428167
1:16:56 PM,33,12,55.746,North,-87,32,39.42,West,175.3,0.7,73,8,0.03,,33.21548500,-87.54428333
1:16:57 PM,33,12,55.716,North,-87,32,39.42,West,175.3,1,72,8,0.03,,33.21547667,-87.54428333
1:16:58 PM,33,12,55.704,North,-87,32,39.396,West,175.2,1.1,74,8,0.06,,33.21547333,-87.54427667
1:16:59 PM,33,12,55.704,North,-87,32,39.39,West,175.1,0.9,79,8,0.06,,33.21547333,-87.54427500
1:17:00 PM,33,12,55.704,North,-87,32,39.33,West,175.1,0.5,82,8,0.03,,33.21547333,-87.54425833
1:17:01 PM,33,12,55.71,North,-87,32,39.228,West,175,0.3,81,8,0.07,,33.21547500,-87.54423000
1:17:02 PM,33,12,55.698,North,-87,32,39.18,West,175,0.9,78,5,0.13,,33.21547167,-87.54421667
1:17:04 PM,33,12,55.686,North,-87,32,39.174,West,174.9,1.1,76,3,0.1,,33.21546833,-87.54421500
1:17:05 PM,33,12,55.668,North,-87,32,39.168,West,174.9,0.3,78,3,0.1,,33.21546333,-87.54421333
1:17:06 PM,33,12,55.626,North,-87,32,39.156,West,174.7,1.2,81,3,0.04,,33.21545167,-87.54421000
1:17:07 PM,33,12,55.584,North,-87,32,39.186,West,174.6,1.4,79,3,0.03,,33.21544000,-87.54421833
1:17:08 PM,33,12,55.584,North,-87,32,39.198,West,174.5,1.5,77,3,0.04,,33.21544000,-87.54422167
1:17:09 PM,33,12,55.584,North,-87,32,39.216,West,174.5,1.2,76,3,0.08,,33.21544000,-87.54422667
1:17:10 PM,33,12,55.554,North,-87,32,39.234,West,174.5,1.1,77,3,0.04,,33.21543167,-87.54423167
1:17:11 PM,33,12,55.554,North,-87,32,39.252,West,174.5,1.3,79,4,0.07,,33.21543167,-87.54423667
1:17:12 PM,33,12,55.548,North,-87,32,39.234,West,174.6,1.3,82,4,0.08,,33.21543000,-87.54423167
1:17:13 PM,33,12,55.56,North,-87,32,39.168,West,175,1.2,85,4,0.09,,33.21543333,-87.54421333
1:17:14 PM,33,12,55.626,North,-87,32,39.144,West,175.8,1.2,87,5,0.04,,33.21545167,-87.54420667
1:17:15 PM,33,12,56.202,North,-87,32,39.54,West,179.5,1.2,85,6,0.06,,33.21561167,-87.54431667
1:17:17 PM,33,12,56.328,North,-87,32,39.738,West,179.7,0.7,81,5,0.1,,33.21564667,-87.54437167
1:17:18 PM,33,12,56.412,North,-87,32,39.72,West,179.9,1.4,77,5,0.1,,33.21567000,-87.54436667
1:17:19 PM,33,12,56.496,North,-87,32,39.72,West,180.1,0.6,74,5,0.09,,33.21569333,-87.54436667
1:17:21 PM,33,12,56.604,North,-87,32,39.822,West,180.2,0.3,70,5,0.13,,33.21572333,-87.54439500
1:17:23 PM,33,12,56.67,North,-87,32,39.876,West,180.1,0,68,4,0.08,,33.21574167,-87.54441000
1:17:24 PM,33,12,56.772,North,-87,32,39.852,West,180.4,0.9,71,5,0.06,,33.21577000,-87.54440333
1:17:25 PM,33,12,56.814,North,-87,32,39.858,West,180.5,1.2,73,5,0.04,,33.21578167,-87.54440500
1:17:26 PM,33,12,56.862,North,-87,32,39.87,West,180.7,0.5,74,8,0.1,,33.21579500,-87.54440833
1:17:27 PM,33,12,56.88,North,-87,32,39.882,West,180.8,1.2,75,11,0.3,,33.21580000,-87.54441167
1:17:28 PM,33,12,56.892,North,-87,32,39.894,West,180.9,1.2,79,22,0.39,,33.21580333,-87.54441500
1:17:29 PM,33,12,56.904,North,-87,32,39.9,West,180.9,1.2,82,29,0.27,,33.21580667,-87.54441667
1:17:31 PM,33,12,56.898,North,-87,32,39.954,West,181,1.2,83,35,0.19,,33.21580500,-87.54443167
1:17:32 PM,33,12,56.898,North,-87,32,39.984,West,181.1,1.7,83,37,0.15,,33.21580500,-87.54444000
1:17:33 PM,33,12,56.916,North,-87,32,40.008,West,181.2,2.9,82,38,0.07,,33.21581000,-87.54444667
1:17:34 PM,33,12,56.922,North,-87,32,40.038,West,181.1,1.8,82,39,0.06,,33.21581167,-87.54445500
1:17:35 PM,33,12,56.922,North,-87,32,40.086,West,181.1,1.2,83,35,0.34,,33.21581167,-87.54446833
1:17:36 PM,33,12,56.928,North,-87,32,40.128,West,181,1.7,86,22,0.42,,33.21581333,-87.54448000
1:17:37 PM,33,12,56.928,North,-87,32,40.176,West,181,1.8,87,14,0.28,,33.21581333,-87.54449333
1:17:38 PM,33,12,56.94,North,-87,32,40.218,West,181,2,87,11,0.14,,33.21581667,-87.54450500
1:17:39 PM,33,12,56.952,North,-87,32,40.278,West,181.2,2.4,87,10,0.08,,33.21582000,-87.54452167
1:17:40 PM,33,12,56.94,North,-87,32,40.32,West,181.3,1.9,86,8,0.06,,33.21581667,-87.54453333
1:17:41 PM,33,12,56.73,North,-87,32,40.536,West,181.2,1.8,87,8,0.04,,33.21575833,-87.54459333
1:17:42 PM,33,12,56.664,North,-87,32,40.638,West,181.2,1.6,87,8,0.04,,33.21574000,-87.54462167
1:17:43 PM,33,12,56.628,North,-87,32,40.704,West,181.1,2.5,84,8,0.04,,33.21573000,-87.54464000
1:17:44 PM,33,12,56.61,North,-87,32,40.758,West,181.1,2.5,82,8,0.04,,33.21572500,-87.54465500
1:17:46 PM,33,12,56.574,North,-87,32,40.824,West,181.1,2.5,83,8,0.07,,33.21571500,-87.54467333
1:17:47 PM,33,12,56.55,North,-87,32,40.896,West,181,1.7,82,8,0.03,,33.21570833,-87.54469333
1:17:48 PM,33,12,56.556,North,-87,32,40.92,West,181,1,81,8,0.03,,33.21571000,-87.54470000
1:17:49 PM,33,12,56.556,North,-87,32,40.938,West,181,1.1,81,8,0.06,,33.21571000,-87.54470500
1:17:50 PM,33,12,56.538,North,-87,32,40.98,West,181,1,79,8,0.07,,33.21570500,-87.54471667
1:17:51 PM,33,12,56.52,North,-87,32,41.004,West,181,1.3,78,8,0.04,,33.21570000,-87.54472333
1:17:52 PM,33,12,56.514,North,-87,32,41.04,West,181,0.2,78,8,0.04,,33.21569833,-87.54473333
1:17:53 PM,33,12,57.534,North,-87,32,41.436,West,123.9,0,78,8,0.06,,33.21598167,-87.54484333
1:17:54 PM,33,12,57.582,North,-87,32,41.424,West,121.4,0.4,78,8,0.06,,33.21599500,-87.54484000
1:17:55 PM,33,12,57.606,North,-87,32,41.424,West,120.4,0.3,80,8,0.04,,33.21600167,-87.54484000
1:17:56 PM,33,12,57.63,North,-87,32,41.37,West,119.3,0.8,83,8,0.06,,33.21600833,-87.54482500
1:17:57 PM,33,12,57.636,North,-87,32,41.334,West,118.9,1.8,84,8,0.06,,33.21601000,-87.54481500
1:17:58 PM,33,12,57.624,North,-87,32,41.298,West,118.6,1.8,85,8,0.07,,33.21600667,-87.54480500
1:17:59 PM,33,12,57.624,North,-87,32,41.262,West,118.3,1.8,84,8,0.13,,33.21600667,-87.54479500
1:18:01 PM,33,12,57.612,North,-87,32,41.232,West,118,1.5,80,8,0.09,,33.21600333,-87.54478667
1:18:02 PM,33,12,57.6,North,-87,32,41.178,West,117.7,2.4,76,9,0.07,,33.21600000,-87.54477167
1:18:03 PM,33,12,57.594,North,-87,32,41.142,West,117.5,2.4,73,8,0.15,,33.21599833,-87.54476167
1:18:04 PM,33,12,57.576,North,-87,32,41.112,West,117.3,1.7,74,10,0.07,,33.21599333,-87.54475333
